"jobtitle","company","min_salary","max_salary","average_salary","pdate","tag_list","description","industry","companysize","comaddress","position1","education","workexperience","worklanguage","age","is_end"
"数据分析师","北京市明安医院管理有限公司",12,18,15,"2017-10-17","五险一金,年底双薪,绩效奖金,通讯津贴,午餐补助,带薪年假,上市公司,岗位晋升,管理规范,","岗位职责： 1、基于医疗数据进行报表设计、开发及日常维护 ； 2、根据产品、数据及业务需求，设计相关数据应用层模型及算法开发； 3、负责需求收集、分析、整理工作，制定相应的数据指标规范并协助业务产品接入数据平台； 4、对现有数据分析平台进行功能维护、性能优化和系统升级； 5、及时响应数据统计分析需求，并根据数据分析结果提出业务策略建议； 6、结合业务特点，探索并建立分析主题，对数据进行深度分析和挖掘。 任职要求： 1、2年以上互联网领域数据分析经验，良好的数据敏感度； 2、本科以上学历，统计学、应用数学、计算机、数理统计、数据挖掘相关专业； 3、熟练使用SQL/SPSS/R/Python等数据分析工具； 4、有医疗行业从业经验者优先； 5、良好的沟通表达能力，能够进行跨团队的协调沟通。","医疗保健·美容","100-499人","朝阳区望京soho","北京","统招本科","3年以上经验","普通话","年龄不限",0
"数据分析师","卓越工坊(北京)科技有限公司",0,0,0,"2017-10-12","年底双薪,交通补助,管理规范,领导好,六险一金,定期体检,","职位描述： 职位描述： 1. 数据搭建：了解游戏各项指标，根据产品的实际运营情况，搭建各项游戏指标及模型 2. 数据查询：根据不同需求可以进行不同数据的查询，并能够给出针对性意见 3. 数据监控：对游戏进行运营数据监控、用户数据监控、生产数据数据监控 4. 数据分析：对游戏日常运营中各种数据进行分析，并可以给出自己的专业意见 5. 数据对接：可与对应技术及平台接口人员进行良好的数据对接，并能根据需求明确数据查询的方向 任职资格： 1.数学、统计学、金融、计算机信息管理相关专业毕业优先，英语能力较好者有限 2.有1年以上游戏行业或者咨询行业的数据分析经验，或长期的游戏经验 3.掌握数据分析体系方法，熟悉数据建模知识，对游戏产品分析体系有较丰富经验 4.精通Excel、掌握重点数据分析工具","网络游戏","500-999人","北辰世纪中心A座","北京","统招本科","1年以上经验","语言不限","年龄不限",0
"大数据开发工程师","吉比特技术",20,29,24.5,"2017-10-12","年终奖金,带薪年假,餐补,住房补贴,六险一金,加班补贴,项目津贴,午餐补助,年底双薪,","职责描述： 1、深圳子公司BI需求受理； 2、BI建模，ETL开发及报表开发； 3、日常数据问题分析与处理。 任职要求： 1、本科及以上学历，计算机相关专业； 2、了解BI相关理论； 3、熟悉Mysql数据库，有ETL开发经验； 4、了解hadoop原理； 5、对数据敏感，有海量数据分析及处理经验。","网络游戏","100-499人","铜鼓路39号大冲国际中心5号楼40层4001","深圳","统招本科","3年以上经验","语言不限","年龄不限",0
"数据分析师","北京市明安医院管理有限公司",12,18,15,"2017-10-17","五险一金,年底双薪,绩效奖金,通讯津贴,午餐补助,带薪年假,上市公司,岗位晋升,管理规范,","岗位职责： 1、基于医疗数据进行报表设计、开发及日常维护 ； 2、根据产品、数据及业务需求，设计相关数据应用层模型及算法开发； 3、负责需求收集、分析、整理工作，制定相应的数据指标规范并协助业务产品接入数据平台； 4、对现有数据分析平台进行功能维护、性能优化和系统升级； 5、及时响应数据统计分析需求，并根据数据分析结果提出业务策略建议； 6、结合业务特点，探索并建立分析主题，对数据进行深度分析和挖掘。 任职要求： 1、2年以上互联网领域数据分析经验，良好的数据敏感度； 2、本科以上学历，统计学、应用数学、计算机、数理统计、数据挖掘相关专业； 3、熟练使用SQL/SPSS/R/Python等数据分析工具； 4、有医疗行业从业经验者优先； 5、良好的沟通表达能力，能够进行跨团队的协调沟通。","医疗保健·美容","100-499人","朝阳区望京soho","北京","统招本科","3年以上经验","普通话","年龄不限",0
"大数据算法工程师","柠檬微趣科技",18,30,24,"2017-10-10","绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,定期体检,弹性工作,年度旅游,节日礼物,领导好,扁平管理,五险一金,发展空间大,全勤奖,","职责描述： 1、Hadoop数据分析平台建设、开发、测试、部署和优化； 2、基于Hadoop的存储平台架构设计与性能优化； 3、设计和开发海量数据的管理系统； 4、基于现有数据统计平台，开发数据统计报表； 5、结合当前大数据平台技术，设计和实现数据收集模型、数据分析处理模型和数据汇总展现模型； 6、实现各运营组织要求的相关数据的统计报表。 任职要求： 1. 精通计算机算法，及大数据相关算法 2. 精通SQL语句，可以快速编写复杂查询 3. 懂得 Hadoop、GFS 一类分布式存储原理 4. 熟练编写 Java 和 Linux shell 程序 5. 有大数据工作经验者优先岗位职责","网络游戏","50-99人","北京市西城区车公庄大街四号新华1949文化创新工场3号楼204","北京","本科及以上","经验不限","语言不限","年龄不限",0
"大数据架构师","震坤行工业超市(上海)有限公司",12,18,15,"2017-09-20","五险一金,交通补助,午餐补助,通讯津贴,带薪年假,定期体检,年度旅游,节日礼物,","岗位职责： 1、 数据架构设计，了解和评估生产线数据列表，存储资源，架构；对数据架构提出优化，改进措施，实施数据架构解决方案。 2、 负责大数据产品相关需求收集，整理，优先级排序，数据产品设计工作，撰写产品需求文档和原型设计文档； 3、 负责竞争分析，目标市场研究及行业典型用户需求研究，深度挖掘行业需求，探索领域数据需求； 4、 与研发和数据科学家合作保证产品定义清晰，按时完成产品上线。 5、 与市场，销售，运营等部门沟通合作，整理分析各部门的商务需求，并转化为可操作数据挖掘工作。将数据分析的结果和具备的能力解释给其他部门或合作伙伴。 6、 能够洞察市场状况，与各部门合作转化为基于大数据挖掘的新策略或方案. 7、 主动创造和发掘新的基于大数据挖掘产品商业模式. 任职要求： 1、 本科及以上学历，计算机或相关专业毕业，工作5年及以上 2、 精通hadoop/MapReduce/Spark/Hbase/Hive/R/Mahout等分布式数据存储和分布式计算平台原理。 3、 精通大数据挖掘、机器学习.熟练掌握Java/Perl/Python/Pig至少一种编程语言。 4、 熟悉互联网零售市场产品和消费，3年以上数据架构工作经验； 5、 具有数据挖掘和分析、机器学习等项目实施相关经验者优先； 6、 良好的跨部门沟通合作能力，解决不同观点能力并取得结果。具备敏锐的互联网产品理解力，学习能力和逻辑思维能力强; 7、 较强的自我驱动力、推动和协调能力，强烈的责任心和团队合作精神;","工业自动化","100-499人","上海浦东张江高科科苑路399号张江创新园5号楼","武汉","本科及以上","5年以上经验","普通话","年龄不限",0
"游戏数据运营","北京顽石乐创软件开发有限公司",12,18,15,"2017-10-09","带薪年假,团队聚餐,五险一金,岗位晋升,发展空间大,弹性工作,定期体检,","岗位职责： 1、负责手机游戏日常数据监控、预警、分析、挖掘工作；对产品调优、产品运营提供有力数据支持； 2、定期进行运营、渠道以及市场分析；发现潜在问题，挖掘产品潜力，提出合理执行建议； 3、定向活动以及功能分析，根据历史数据给出活动及功能制定建议；上线后表现分析总结，给出合理改进优化建议； 4、开展专题式深度产品及市场分析挖掘，分析建模、数据检验、产出分析报告；指导产品调优、运营策略制定； 5、参与数据产品建设；与其它部门协作，解读其它部门对数据产品的需求，制定合理数据产品需求，参与数据产品落地。 6、协助部门领导完成其他工作； 任职要求： 1、本科以上学历，3年以上游戏或互联网数据分析经验； 2、熟悉游戏业务指标使用方法及场景，能够独立完成游戏业务分析； 3、熟练使用SQL语句、EXCEL；掌握SPSS、R、SAS等其中一种分析工具； 4、具有一定的数据挖掘、建模、预测能力；可独立对游戏进行深入挖掘； 5、良好的沟通能力、文档表达能力、部门协作能力； 6、出色的学习能力，能够快速融入业务；能够根据业务需求不断提升自己； 7、有独立完成游戏产品数据分析工作者优先。","网络游戏","1-49人","北京朝阳望京东","北京","统招本科","3年以上经验","语言不限","年龄不限",0
"数据分析专员","北京珍宝岛中药产业有限公司(分支机构)",6,7,6.5,"2017-10-18","绩效奖金,带薪年假,定期体检,弹性工作,节日礼物,领导好,扁平管理,管理规范,技能培训,岗位晋升,五险一金,团队聚餐,上市公司,发展空间大,公司规模大,优秀员工奖,","职责描述： 1.参与收集、整理行业市场信息，对中医药行业的宏观环境、发展历程、产业链结构、企业商业模式、行业发展趋势等进行深度研究、分析。 2.参与行业研究报告、调研报告等的撰写。 3.完成各种渠道获取数据的收集、审核、录入工作。 4.参与重点品种产经销各环节数据的收集及决策报告的撰写。 5.参与标杆企业调研、撰写行业标杆企业分析报告。 6.参与项目可行性研究报告。 7.参与政府项目建设方案的撰写。 8.根据领导安排，参与公司内部、外部咨询服务项目，撰写咨询报告。 任职要求： 1.1年以上行业背景经验，熟悉定性、定量分析方法，了解市场上通用的分析模型及预测方法； 2.熟练操作PPT、word、excel等办公软件； 3.拥有较强的学习能力，抗压能力，敬业、工作细致、责任心强。","生物制药工程","2000-5000人","中关村e世界财务中心A座605室","北京","统招本科","1年以上经验","语言不限","年龄不限",0
"大数据开发工程师","绿洲游戏",24,30,27,"2017-10-09","绩效奖金,带薪年假,定期体检,年度旅游,节日礼物,扁平管理,岗位晋升,上市公司,五险一金,团队聚餐,发展空间大,领导好,优秀员工奖,","岗位职责： 1、对数据结构进行分析和设计； 2、ETL程序开发，完成数据处理工作； 3、数据管理和运维； 4、协助项目实施完成相应数据处理相关工作。 任职要求： 1.5年以上软件开发经验，精通Java开发，2年以上Hadoop相关开发经验； 2.有丰富的数据分析、挖掘、清洗和建模的经验，有广告行业数据挖掘经验者优先，有在常见云平台上的开发经验：Hadoop、Hive、Storm、Spark等； 3.拥有良好的编程能力，熟练掌握SQL+UDF、Hive，Python/Shell等脚本语言 4.计算机、统计、数学、信息技术等专业本科及以上学历，有互联网相关数据研发工作经历。","网络游戏","100-499人","东城区朝阳门北大街6号首创大厦B座1103","北京","统招本科","5年以上经验","普通话","年龄不限",0
"销售数据分析","天美健生物科技(北京)股份有限公司",7,10,8.5,"2017-10-18","绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,社保五险,","岗位职责： 1、收集数据，并进行各类销售数据汇总与分析； 2、提供每月、每季度数据报告，为管理层决策提供数据支持； 3、配合销售管理要求，提供各个维度的数据分析与预测，以提高销售有效性及人均生产力； 4、为绩效考评提供关键性数据支持； 5、为销售计划、区域目标设置、区域分配、人员分配提供数据支持； 6、公司领导交办的其他事宜。 任职要求： 1、大专以上学历，数学、统计学等相关专业优先； 2、2年的相关数据分析经验，有较强的数据分析和处理能力，有医药行业经验优先； 3、具有良好的电脑操作技能，能熟练使用各种办公软件； 4、有优秀的沟通协调能力、执行力，良好的团队意识。","生物制药工程","100-499人","北京市朝阳区北辰西路69号峻峰华亭A座6层","北京","大专及以上","2年以上经验","语言不限","年龄不限",0
"数据分析主管","康臣药业",6,8,7,"2017-10-18","带薪年假,交通补助,通讯津贴,弹性工作,五险一金,股票期权,上市公司,发展空间大,节日礼物,","岗位职责： 1、协助上级安排及协调组员在计划时间内完成各项常规工作（流向收集汇总、数据统计分析、基础信息更新完善、商业进销存对比） 2、负责各项数据和报表的初审工作 3、负责跟进每月工作的完成进度，发现异常需及时纠正并反馈 4、严格按制度流程对外发送报表和数据 5、上级交办的其他工作。 任职资格： 1、本科或以上学历，统计学、经济学、计算机等相关专业，3年以上相关数据管理工作经验。 2、数据敏感度强、逻辑思维清晰、良好的领悟及沟通能力。 3、具有较强的执行力和抗压能力，工作踏实、稳定。 4、精通office办公软件，尤其Excel应用。","生物制药工程","1000-2000人","广州萝岗区经济技术开发区东区东鹏大道71号","广州","本科及以上","3年以上经验","语言不限","年龄不限",0
"数据分析商务专员","四川科瑞德制药股份有限公司",6,7,6.5,"2017-10-18","带薪年假,交通补助,通讯津贴,定期体检,节日礼物,岗位晋升,技能培训,五险一金,发展空间大,优秀员工奖,","岗位职责： 1．	配送商业流向数据的复核、整理和汇总分析； 2．	配送商业进销存数据的复核、整理以及相关销售数据的合理性、趋势性；分析，提出数据方面的警示和合理化建议； 3．	应收账款合理性监测。 任职资格： 1、	大专及以上学历，统计或数学专业，1年以上销售数据处理经验。 2、	EXCEL软件中级应用（理解并熟练使用各个菜单命令；熟练使用透视表；至少掌握20个常用函数以及嵌套运用，会使用简单的宏）；懂SQL语言更佳。 3、	具备较强的数据分析能力、逻辑思维能力。","生物制药工程","500-999人","成都市武侯区汇点广场","成都","大专及以上","1年以上经验","普通话","20-35岁",0
"数据分析总监","中国医药工业信息中心",0,0,0,"2017-10-18","年底双薪,绩效奖金,带薪年假,交通补助,定期体检,弹性工作,领导好,管理规范,五险一金,午餐补助,","主要职责： 1 负责公司相关产品数据分析、模型设计等工作 2 负责医药行业数据的整合、整理与分析，推动数据模型的构建与完善，充分实现数据的商业价值 3 协助制定项目计划，进行方法研究，统计分析验证，为重复过程制定标准方法，为定制的市场研究提供持续的分析支持 4通过大数据分析模型来指导客户业务发展，为客户商业决策提供专业数据策略分析报告 5正确解释各类数据，得出结论并提供客户行为的统计建议 职位要求： 1硕士学历及以上，统计学、经济学及其他相关专业，有统计方法设计和/或定量数据分析经验者优先 2熟悉医药行业，有在医药行业相关领域 4年以上工作或项目经验，具有系统的市场研究方法论和丰富的行业研究经验 3.具备扎实的数据分析、统计建模能力，熟练使用SPSS、SAS、Python等统计软件 4.具备有效的沟通能力和问题解决能力 5.具备良好的职业素养、执行力和团队协作能力","生物制药工程","100-499人","上海市静安区北京西路1320号3号楼 中国医药工业信息中心","上海","统招本科","5年以上经验","语言不限","年龄不限",0
"Data Manager 临床数据分析(中心实验室)","科文斯医药",10,26,18,"2017-10-18","带薪年假,定期体检,五险一金,","The Data Manager is accountable for acting as the primary liaison between Covance Central Laboratory Services and Sponsors, to ensure the successful management of global projects through compliance with the Covance Central Laboratory Services Clinical Data Management strategy, in order to deliver outstanding customer satisfaction. Essential Job Duties: –These statements are intended to describe the general nature of the job and are not intended to be an exhaustive list of all responsibilities, skills and duties. 1.Engage client data management during start up. Create protocol folder(s) for study documentation. Add entries into departmental metrics tool. Review Statement of Work (SOW) for study scope. Ensure start-up packet delivery to clients. Contact clients for initial study discussion and determine authors of Data Transfer Specifications (DTS). Provide recommendations and alternatives to optimize data quality. Collaborate with clients to finalize Data Transfer Specifications (DTS). Obtain final client approval on Data Transfer Specifications (DTS). 2.Act as a data liaison between Clinical Data Management and all other Covance departments and business units. Consult with Medical Affairs via a Med/Tech Affairs Request Form. Collaborate with Project Management proactively and reactively regarding study questions. Manage and resolve issues with Specimen Management. Initiate data changes with the appropriate department and revise all non-compliant requests. Partner with other Covance departments and business units, and provide integrated support and process improvements as needed. 3.Create standard data transfer format(s) in compliance with client requests while adhering to both internal processes and regulatory standards. Build and modify Data Transfer formats as needed. Create test data if needed. Quality Check (QC) test files. Deliver test files to clients and log into the departmental metrics tool. Obtain client approval and store auditable documentation. 4.Provide ongoing client support (study maintenance). Create global transmission instructions. Schedule appropriate frequency of data transfers. Address errors and client issues including queries. Participate in study-related meetings. Collaborate with clients regarding study modifications. Confirm changes and send files as needed. Maintain auditable documents. Facilitate Data Management functions of end-to-end data lock processes. Represent Clinical Data Management in client visits, audits, inspections and bid defenses as needed. Collaborate with clients regarding new service requests. Support billing of services as needed. 5.Attend training to increase Data Manager’s capabilities (including corporate, departmental and sponsor-related training). 6.Ensure uninterrupted client service. Support peers by sharing technical knowledge and customer service skills. Back up peers as needed. 7.Record data transfer activities and maintain protocol portfolios as required to track workload and productivity. 8.Other duties as assigned. *Education/Qualifications Strong organizational, planning and critical-thinking skills. Well-polished, inclusive, and engaging communication skills (written and verbal). Strong negotiation skills to facilitate, guide, influence, and produce a unified approach within a global, cross-functional environment. Ability to handle multiple tasks in a timely and professional manner under demanding conditions. Ability to use standard Microsoft suite of software products. Conversant with databases and database terminology. Strong technical aptitude. Recommended: BS/BA four-year degree or Clinical Trials experience (education can be substituted for work experience) *Experience Customer Service Data Management and/or Clinical Trials experience is preferred","生物制药工程","10000人以上","李冰路151号","上海","本科及以上","2年以上经验","英语 + 普通话","年龄不限",0
